"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1730514822","x1181580003202473984",2019-10-08 14:40:00,"BenSingletonNYC","Catch them if you can: How leaders in data and analytics have pulled ahead #Analytics #Analytics https://t.co/o4DmfVOBbN","MyTweeterBot2",120,,,,FALSE,FALSE,0,0,,,"Analytics Analytics",,"mckinsey.com/business-funct…","https://t.co/o4DmfVOBbN","https://www.mckinsey.com/business-functions/mckinsey-analytics/our-insights/catch-them-if-you-can-how-leaders-in-data-and-analytics-have-pulled-ahead",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BenSingletonNYC/status/1181580003202473984","Benjamin Singleton","New York, NY","Director, Data Science & Analytics @JetBlue | #datascience #bigdata | Personal account. Tweets my own.","https://t.co/oeyRJDDTQv",FALSE,616,659,27,4342,1994,2013-09-05 02:24:03,FALSE,"https://t.co/oeyRJDDTQv","http://www.benjaminsingleton.com",,"https://pbs.twimg.com/profile_banners/1730514822/1404183812","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/756207330589544448/bHpo-25Z_normal.jpg"
"x2736340180","x1181579882725351429",2019-10-08 14:39:31,"netengage","<U+0001F52D>A #GrowthHacking Planning System for Your #DigitalMarketing [#Infographic] <U+25C6> Follow: https://t.co/R9YJ3qlrBQ <U+25C6> #InboundMarketing #ContentMarketing #Analytics #Marketing #SEO #SMM #Mpgvip #IoT #IoE #Business #SocialMedia #SMM #Internet #SocialMedia #Analytics #MakeYourOwnLane https://t.co/op9tlA8xrf","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,,,"GrowthHacking DigitalMarketing Infographic",,"twitter.com/thekaushalsoni","https://t.co/R9YJ3qlrBQ","https://twitter.com/thekaushalsoni",,,,,,,,,"x3085247581","thekaushalsoni","en",,,,,,,,,,,,,,,,"x1181577561421357057","<U+0001F52D>A #GrowthHacking Planning System for Your #DigitalMarketing [#Infographic] <U+25C6> Follow: https://t.co/R9YJ3qlrBQ <U+25C6> #InboundMarketing #ContentMarketing #Analytics #Marketing #SEO #SMM #Mpgvip #IoT #IoE #Business #SocialMedia #SMM #Internet #SocialMedia #Analytics #MakeYourOwnLane https://t.co/op9tlA8xrf",2019-10-08 14:30:17,"IFTTT",1,2,"x3085247581","thekaushalsoni","Kaushal Soni",32260,32823,216209,"","<U+0001F31F> Accelerating Growth of Individuals and Businesses through SEO | Follow on Instagram (Link Below) <U+0001F447>",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/netengage/status/1181579882725351429","Michael Potts","Boston/Provence","Strategy and information Architect, #GrowthHacking + #DigitalMarketing. Expanding communities, using social footprint analysis to fuel #GROWTH. #empirekred","https://t.co/Y3wBNGN4Uv",FALSE,9622,10003,1498,12823,6105,2014-08-07 16:34:41,FALSE,"https://t.co/Y3wBNGN4Uv","http://networkengagement.com",,"https://pbs.twimg.com/profile_banners/2736340180/1483219734","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/771753605779034112/PxMFIJw8_normal.jpg"
"x751352816762023936","x1181579876287094784",2019-10-08 14:39:29,"campusbigdata","Estos máster comienzan en octubre
¿Te lo vas a perder?
- Máster en Big Data Aplicado https://t.co/oimGTEblo7
- Máster en Big Data Deportivo
https://t.co/oMiAqj6ZQ6
- Máster en Machine Learning  https://t.co/zevU5Q1XjY https://t.co/7wNvbObQ5R","Twitter Web App",140,,,,FALSE,TRUE,0,2,,,,,"eniit.es/master-en-big-…","https://t.co/oimGTEblo7","https://eniit.es/master-en-big-data-aplicado-y-business-analytics/?utm_source=rrss&utm_medium=rrss&utm_campaign=BD-rrss",,,,,,,,,"x751352816762023936","campusbigdata","es",,,,,,,,,,,,,,,,"x1181177352191016960","Estos máster comienzan en octubre
¿Te lo vas a perder?
- Máster en Big Data Aplicado https://t.co/oimGTEblo7
- Máster en Big Data Deportivo
https://t.co/oMiAqj6ZQ6
- Máster en Machine Learning  https://t.co/zevU5Q1XjY https://t.co/7wNvbObQ5R",2019-10-07 12:00:00,"Twitter Ads Composer",0,2,"x751352816762023936","campusbigdata","Big Data Campus",1410,567,4828,"Online y semipresencial","Discovering #BigData #BigDataAnalytics #DataScience #MachineLearning  #BigDataDeportivo  #BDT2019 #BigDataTalent
Sigue a @ENIIT_",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/campusbigdata/status/1181579876287094784","Big Data Campus","Online y semipresencial","Discovering #BigData #BigDataAnalytics #DataScience #MachineLearning  #BigDataDeportivo  #BDT2019 #BigDataTalent
Sigue a @ENIIT_","https://t.co/wjqNhwW9lS",FALSE,1410,567,52,4828,893,2016-07-08 09:50:45,FALSE,"https://t.co/wjqNhwW9lS","https://www.campusbigdata.com/",,"https://pbs.twimg.com/profile_banners/751352816762023936/1553623006",,"http://pbs.twimg.com/profile_images/950276430859993089/E6Gcu9ig_normal.jpg"
"x215773558","x1181579790379360256",2019-10-08 14:39:09,"JaeSatelliTe","Great news logging in! My entire account is up. <U+0001F30E><U+0001F4B9><U+0001F468><U+0001F3FD><U+200D><U+0001F4BB><U+0001F199> My numbers are high #analytics again, and I feel like business is the priority; This means I Am feeling good being sober. #goodmorning #universe #alternative #God #electronic #musicproducer #iOS13 #prophecy #funk #artist","Twitter for iPhone",276,,,,FALSE,FALSE,0,0,,,"analytics goodmorning universe alternative God electronic musicproducer iOS13 prophecy funk artist",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JaeSatelliTe/status/1181579790379360256","Jonathon Vessel:<U+0001F505><U+0001F4B9><U+0001F451><U+0001F48E><U+0001F54C><U+0001F30E>","United States","Dieu:<U+2764><U+FE0F> Alternative God. 18, 34, 55, 90, 105. <U+0001F3B5> Electronic Music producer: Hindu (Cherokee <U+0001F9D8><U+0001F3FD><U+200D><U+2642><U+FE0F> American). Numerologist; Online Specialist.<U+0001F468><U+0001F3FD><U+200D><U+0001F4BB><U+0001F199>","https://t.co/O4zuLMtCYH",FALSE,2632,399,7,59077,6999,2010-11-14 21:43:07,FALSE,"https://t.co/O4zuLMtCYH","http://soundcloud.com/musicbyjonathon",,"https://pbs.twimg.com/profile_banners/215773558/1570229545","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1175151960498065409/0P52THoQ_normal.jpg"
"x44021902","x1181579576805380096",2019-10-08 14:38:18,"mmorente","7 Ways to Ensure that your organization's Data Culture is Helping your Transformation ...... https://t.co/ChfCN2L2Xx  McKinsey  #digitaltransformation  innovation #leadership https://t.co/UzcUWW6ip4","Twitter for Android",140,,,,FALSE,TRUE,0,3,,,,,"ow.ly/44Ih30m7XLt","https://t.co/ChfCN2L2Xx","http://ow.ly/44Ih30m7XLt",,,,,,,,,"x476443251","MOutfield","en",,,,,,,,,,,,,,,,"x1181570271771279360","7 Ways to Ensure that your organization's Data Culture is Helping your Transformation ...... https://t.co/ChfCN2L2Xx  McKinsey  #digitaltransformation  innovation #leadership https://t.co/UzcUWW6ip4",2019-10-08 14:01:19,"The Social Jukebox",2,3,"x476443251","MOutfield","David Hubbard",61833,34812,69565,"New York, NY","Collaborating With #B2B Clients To Drive Profitable Revenue Growth: #Leadership #Marketing #ProdMgmt #Sales. Join me on LinkedIn: https://t.co/ExesZNFxh7",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mmorente/status/1181579576805380096","Marcelo  Morente","Brazil","Estou sempre por ai, Amo minha Familia, minha Vida e meu Skate.
Técnico de Campo Pleno em Schneider Electric.",,FALSE,354,455,46,24142,36862,2009-06-02 01:04:37,FALSE,,,,"https://pbs.twimg.com/profile_banners/44021902/1493597833","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/348556129/aviao_normal.bmp"
"x2394956720","x1181579495079321601",2019-10-08 14:37:58,"_adam_armstrong",".@Dynatrace Announces Business Analytics Software | https://t.co/ASAJ0GAO7f - Storage Reviews https://t.co/nWrUgjpV56 https://t.co/eM3j8wDSrh","Twitter Web App",117,,,,FALSE,FALSE,0,0,,,,,"StorageReview.com storagereview.com/dynatrace_anno…","https://t.co/ASAJ0GAO7f https://t.co/nWrUgjpV56","http://StorageReview.com https://www.storagereview.com/dynatrace_announces_business_analytics_software","http://pbs.twimg.com/media/EGXQSaQWwAAHdyu.jpg","https://t.co/eM3j8wDSrh","https://twitter.com/_adam_armstrong/status/1181579495079321601/photo/1","photo","http://pbs.twimg.com/media/EGXQSaQWwAAHdyu.jpg","https://t.co/eM3j8wDSrh","https://twitter.com/_adam_armstrong/status/1181579495079321601/photo/1",,"x23625278","Dynatrace","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_adam_armstrong/status/1181579495079321601","Adam Armstrong","Northern KY","Staff Writer for http://t.co/BZZY5XDpRQ, book reviews editor for NewMyths magazine, Game critic for PerihelionSF","http://t.co/4OHV6OuNP7",FALSE,524,75,44,3128,434,2014-03-17 19:17:28,FALSE,"http://t.co/4OHV6OuNP7","http://wordsandsquiggles.blogspot.com",,"https://pbs.twimg.com/profile_banners/2394956720/1443542819","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/445642806355181568/5nNHEP3W_normal.jpeg"
"x885868202554773504","x1181578137492234241",2019-10-08 14:32:35,"WamaithaNyamu","RT insurtechforum ""How Artificial Intelligence Is Transforming Business Models #ArtificialIntelligence #ai https://t.co/gXAbYS5KQ9"" #Tech #Fintech #Finserv #AI #Insurtech #MachineLearning #ML #Insurance #CX #Robotics #Chatbot #Bot #Data #Bigdata #Analytics #IoT","wamaitha",140,,,,FALSE,TRUE,0,4,,,"ArtificialIntelligence ai",,,,,,,,,,,,,"x444522096","BristowColin","en",,,,,,,,,,,,,,,,"x1181570465443262464","RT insurtechforum ""How Artificial Intelligence Is Transforming Business Models #ArtificialIntelligence #ai https://t.co/gXAbYS5KQ9"" #Tech #Fintech #Finserv #AI #Insurtech #MachineLearning #ML #Insurance #CX #Robotics #Chatbot #Bot #Data #Bigdata #Analytics #IoT",2019-10-08 14:02:06,"IFTTT",2,4,"x444522096","BristowColin","Colin Bristow",12318,8565,18134,"London, England","I work for #SAS in the UK with #Finance #Insurance #Business orgs to exploit #Analytics, #AI #ML #IoT #bigdata #tech",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WamaithaNyamu/status/1181578137492234241","Wamaitha","Nairobi","Introvert, bibliophile ...yada yada yada... <U+0001F43E><U+0001F43E>","https://t.co/aqNvMJbW7U",FALSE,214,34,14,12172,30,2017-07-14 14:26:52,FALSE,"https://t.co/aqNvMJbW7U","http://wamaitha.tech",,"https://pbs.twimg.com/profile_banners/885868202554773504/1568134789","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1153718598826897408/RuhD6RoA_normal.jpg"
"x854535319701663745","x1181578072312598528",2019-10-08 14:32:19,"_MadisonShank_","Meet Bella Tran! 
She’s a sophomore majoring in Management/Business Analytics. 
She just wants to say: Hi friends- so happy to be part of the group!:) https://t.co/XUc7RJ1BOv","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x1072015639726952453","unltakenote","en",,,,,,,,,,,,,,,,"x1181575388385837056","Meet Bella Tran! 
She’s a sophomore majoring in Management/Business Analytics. 
She just wants to say: Hi friends- so happy to be part of the group!:) https://t.co/XUc7RJ1BOv",2019-10-08 14:21:39,"Twitter for iPhone",5,1,"x1072015639726952453","unltakenote","Take Note<U+0001F3B6><U+0001F495>",52,49,27,"Lincoln, NE","one of the University of Nebraska Lincoln’s all female acapella group! just a group of lovely ladies who love to rock <U+0001F3B6><U+0001F495> Established 2018 <U+0001F3B6>",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_MadisonShank_/status/1181578072312598528","<U+0001F33E>pasta M<U+2741>nsta <U+0001F33B>","Lincoln NE, from wichita :)","UNL-2022| |psychology and sociology major| love of my life: @jadengoter <U+0001F49B>",,FALSE,195,219,0,1721,4727,2017-04-19 03:21:11,FALSE,,,,"https://pbs.twimg.com/profile_banners/854535319701663745/1563300977",,"http://pbs.twimg.com/profile_images/1176201349429489664/XOXrrvAV_normal.jpg"
"x3155430187","x1181577773279776773",2019-10-08 14:31:08,"whatsappify","<U+0001F52D>A #GrowthHacking Planning System for Your #DigitalMarketing [#Infographic] <U+25C6> Follow: https://t.co/R9YJ3qlrBQ <U+25C6> #InboundMarketing #ContentMarketing #Analytics #Marketing #SEO #SMM #Mpgvip #IoT #IoE #Business #SocialMedia #SMM #Internet #SocialMedia #Analytics #MakeYourOwnLane https://t.co/op9tlA8xrf","GroupTweet",140,,,,FALSE,TRUE,0,2,,,"GrowthHacking DigitalMarketing Infographic",,"twitter.com/thekaushalsoni","https://t.co/R9YJ3qlrBQ","https://twitter.com/thekaushalsoni",,,,,,,,,"x3085247581","thekaushalsoni","en",,,,,,,,,,,,,,,,"x1181577561421357057","<U+0001F52D>A #GrowthHacking Planning System for Your #DigitalMarketing [#Infographic] <U+25C6> Follow: https://t.co/R9YJ3qlrBQ <U+25C6> #InboundMarketing #ContentMarketing #Analytics #Marketing #SEO #SMM #Mpgvip #IoT #IoE #Business #SocialMedia #SMM #Internet #SocialMedia #Analytics #MakeYourOwnLane https://t.co/op9tlA8xrf",2019-10-08 14:30:17,"IFTTT",1,2,"x3085247581","thekaushalsoni","Kaushal Soni",32260,32823,216209,"","<U+0001F31F> Accelerating Growth of Individuals and Businesses through SEO | Follow on Instagram (Link Below) <U+0001F447>",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/whatsappify/status/1181577773279776773","Whatsappify","","Enjoy.",,FALSE,980,1322,2,725,76,2015-04-14 08:53:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/3155430187/1455278374","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/626918105604751360/nU8SDbLR_normal.jpg"
"x3085247581","x1181577561421357057",2019-10-08 14:30:17,"thekaushalsoni","<U+0001F52D>A #GrowthHacking Planning System for Your #DigitalMarketing [#Infographic] <U+25C6> Follow: https://t.co/R9YJ3qlrBQ <U+25C6> #InboundMarketing #ContentMarketing #Analytics #Marketing #SEO #SMM #Mpgvip #IoT #IoE #Business #SocialMedia #SMM #Internet #SocialMedia #Analytics #MakeYourOwnLane https://t.co/op9tlA8xrf","IFTTT",276,,,,FALSE,FALSE,1,2,,,"GrowthHacking DigitalMarketing Infographic InboundMarketing ContentMarketing Analytics Marketing SEO SMM Mpgvip IoT IoE Business SocialMedia SMM Internet SocialMedia Analytics MakeYourOwnLane",,"twitter.com/thekaushalsoni","https://t.co/R9YJ3qlrBQ","https://twitter.com/thekaushalsoni","http://pbs.twimg.com/media/EGXOh9LWwAEgsYw.jpg","https://t.co/op9tlA8xrf","https://twitter.com/thekaushalsoni/status/1181577561421357057/photo/1","photo","http://pbs.twimg.com/media/EGXOh9LWwAEgsYw.jpg","https://t.co/op9tlA8xrf","https://twitter.com/thekaushalsoni/status/1181577561421357057/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/thekaushalsoni/status/1181577561421357057","Kaushal Soni","","<U+0001F31F> Accelerating Growth of Individuals and Businesses through SEO | Follow on Instagram (Link Below) <U+0001F447>","https://t.co/F7c45TkwSu",FALSE,32260,32823,432,216209,29257,2015-03-15 13:11:47,FALSE,"https://t.co/F7c45TkwSu","https://www.instagram.com/thekaushalsoni",,"https://pbs.twimg.com/profile_banners/3085247581/1545961900","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/993444806754947072/bPjhKmv__normal.jpg"
"x798548292099571712","x1181577490558529536",2019-10-08 14:30:01,"KweilinE","#Upskilling is required to tap into the transformative power of #AI. What's an #analytics academy, what can it achieve, and what are its best practices? https://t.co/L4H4HpxyO1","LinkedIn",176,,,,FALSE,FALSE,1,0,,,"Upskilling AI analytics",,"lnkd.in/dNQApag","https://t.co/L4H4HpxyO1","https://lnkd.in/dNQApag",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KweilinE/status/1181577490558529536","Kweilin Ellingrud","","Sr Partner @McKinsey, lead Operations & co-lead Lean Mgt practice. Committed to gender equality through Power of Parity & driving company-wide transformation",,FALSE,423,692,3,1694,68,2016-11-15 15:28:43,FALSE,,,,"https://pbs.twimg.com/profile_banners/798548292099571712/1532357397",,"http://pbs.twimg.com/profile_images/1021407702272991232/p7Rb0cOA_normal.jpg"
"x109037359","x1181577078745047041",2019-10-08 14:28:22,"pinaki_d","RT insurtechforum ""How Artificial Intelligence Is Transforming Business Models #ArtificialIntelligence #ai https://t.co/gXAbYS5KQ9"" #Tech #Fintech #Finserv #AI #Insurtech #MachineLearning #ML #Insurance #CX #Robotics #Chatbot #Bot #Data #Bigdata #Analytics #IoT","Twitter for Android",140,,,,FALSE,TRUE,0,4,,,"ArtificialIntelligence ai",,,,,,,,,,,,,"x444522096","BristowColin","en",,,,,,,,,,,,,,,,"x1181570465443262464","RT insurtechforum ""How Artificial Intelligence Is Transforming Business Models #ArtificialIntelligence #ai https://t.co/gXAbYS5KQ9"" #Tech #Fintech #Finserv #AI #Insurtech #MachineLearning #ML #Insurance #CX #Robotics #Chatbot #Bot #Data #Bigdata #Analytics #IoT",2019-10-08 14:02:06,"IFTTT",2,4,"x444522096","BristowColin","Colin Bristow",12318,8565,18134,"London, England","I work for #SAS in the UK with #Finance #Insurance #Business orgs to exploit #Analytics, #AI #ML #IoT #bigdata #tech",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pinaki_d/status/1181577078745047041","Pinaki Datta","Universe","Software Developer | Financial Advisor.
E-MAIL: datsoftind@hotmail.com",,FALSE,497,4498,28,10256,2953,2010-01-27 19:43:04,FALSE,,,,"https://pbs.twimg.com/profile_banners/109037359/1510173518","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/882786667282653184/rSLCAJBR_normal.jpg"
"x91259563","x1181576517727477761",2019-10-08 14:26:09,"MANOJKRTRIVEDI","@AMAnet Purpose of Industry 4.0 is more about scaling productivity thru business analytics, business intelligence &amp; decision intelligence than technological advancement. We offer 2day workshop on Economic Engg with tools &amp; techniques of scaling productivity to mfg industries.","Twitter Web App",284,,"x16201819","AMAnet",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x16201819","AMAnet","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MANOJKRTRIVEDI/status/1181576517727477761","Manoj Trivedi-Crusading reform","India","Fortified with 40 yrs leadership across diverse industries | Mentor | Commanding & championing doctrine of Industry 4.0 | Developing capabilities","https://t.co/RmbyS8W7E9",FALSE,149,275,8,2171,374,2009-11-20 03:22:08,FALSE,"https://t.co/RmbyS8W7E9","https://www.linkedin.com/in/manoj-trivedi-business-mentor-65421316/",,"https://pbs.twimg.com/profile_banners/91259563/1461864691","http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/972335873059672064/dTMezgwj_normal.jpg"
"x1111676282285113346","x1181576354296401921",2019-10-08 14:25:30,"VuHa81270745","Bamboo is a platform that leverages a business/vendor partner model to drive wellness through data analytics. The platform will benefit everyone including hospitals, insurers, and consumers. 
#thebamboo #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale","Twitter Web App",272,,,,FALSE,FALSE,1,0,,,"thebamboo ICO Crowdsale Bitcoin Blockchain Token ETH Ethereum TokenSale",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/VuHa81270745/status/1181576354296401921","Vu Ha","Vietnam","<U+0001F4AF>#Followme  <U+0001F4AF> #Followback  #Crypto #Bitcoin #ICO #bounty #altcoins #bitcointalk",,FALSE,1598,1768,7,5214,2516,2019-03-29 17:07:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1111676282285113346/1565012845",,"http://pbs.twimg.com/profile_images/1158373933973823493/DjS_yFIB_normal.jpg"
"x39975891","x1181576210419245059",2019-10-08 14:24:55,"SaeedBaygi","Business Intelligence (BI) RFP Template 2019: Reporting and Analysis, Analytics, #Data Warehousing, Workflow, Data Integration, Support, and System Requirements - https://t.co/qjPBRJJ1i5  Business Wire https://t.co/XJy4qQ2UDg https://t.co/jU5VujpuSB","Twibble.io",225,,,,FALSE,FALSE,0,0,,,"Data",,"twib.in/l/REGnRz6xxxae twib.in/l/yMLRRbnApE4g","https://t.co/qjPBRJJ1i5 https://t.co/XJy4qQ2UDg","http://twib.in/l/REGnRz6xxxae http://twib.in/l/yMLRRbnApE4g","http://pbs.twimg.com/media/EGXNTSoWsAA6-d1.jpg","https://t.co/jU5VujpuSB","https://twitter.com/SaeedBaygi/status/1181576210419245059/photo/1","photo","http://pbs.twimg.com/media/EGXNTSoWsAA6-d1.jpg","https://t.co/jU5VujpuSB","https://twitter.com/SaeedBaygi/status/1181576210419245059/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SaeedBaygi/status/1181576210419245059","Saeed Valadbaygi<U+0001F1E8><U+0001F1E6>","Toronto, Ontario","#Data, #FinTech, #Crypto, #RegTech, #AI, #IoT, #VR, #CyberSecurity, #Blockchain, #SDGs, #Risk, #OpenData, #Analytics, #Cognitive, #Automation, #Iran, #CdnPoli","https://t.co/rvdQMfX5cr",FALSE,12035,332,594,218399,4684,2009-05-14 11:39:17,FALSE,"https://t.co/rvdQMfX5cr","http://saeedvaladbaygi.info",,"https://pbs.twimg.com/profile_banners/39975891/1544519920","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/754659468336570368/pfoj2viK_normal.jpg"
"x1179700020469227520","x1181576135009882112",2019-10-08 14:24:37,"UnboxMark","The analytics academy: Bridging the gap between human and artificial intelligence - @mckinsey | #ai #analytics #culture #organization https://t.co/DY7cPZaRhF","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,"ai analytics culture",,,,,,,,,,,,,"x799200604040163328 x34042766","_M_Dey McKinsey","en",,,,,,,,,,,,,,,,"x1181574242959335424","The analytics academy: Bridging the gap between human and artificial intelligence - @mckinsey | #ai #analytics #culture #organization https://t.co/DY7cPZaRhF",2019-10-08 14:17:06,"Dynamic Signal",2,1,"x799200604040163328","_M_Dey","M. Dey",854,3332,2093,"Paris, France","In the #mood for #innovation #digital #technology #ai #iot #datascience #blockchain  #newbusinessmodels |",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/UnboxMark/status/1181576135009882112","Mark","Paris","I believe I can tweet",,FALSE,33,232,1,23,41,2019-10-03 10:12:12,FALSE,,,,"https://pbs.twimg.com/profile_banners/1179700020469227520/1570100085",,"http://pbs.twimg.com/profile_images/1179711374756388865/mHmdITan_normal.jpg"
"x1610589854","x1181575685619539970",2019-10-08 14:22:50,"raimundbau","Starting with #AI? We recommend this basic guide by @McKinsey. There are many approaches towards #MachineLearning, #DeepLearning  and #NeuralNetwork, but the real power is in their combination. 

Want to work with these amazing technologies? Join SO1!

https://t.co/xbF95uR6go","Twitter Web App",140,,,,FALSE,TRUE,0,0,,,"AI MachineLearning",,,,,,,,,,,,,"x1262517109 x34042766","So1_ai McKinsey","en",,,,,,,,,,,,,,,,"x1181504908022951936","Starting with #AI? We recommend this basic guide by @McKinsey. There are many approaches towards #MachineLearning, #DeepLearning  and #NeuralNetwork, but the real power is in their combination. 

Want to work with these amazing technologies? Join SO1!

https://t.co/xbF95uR6go",2019-10-08 09:41:36,"Twitter Web App",2,0,"x1262517109","So1_ai","SO1.ai",168,100,171,"Berlin","Artificial Intelligence for Grocery Retail",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/raimundbau/status/1181575685619539970","Raimund Bau","Berlin, Germany","CEO SO1, Entrepreneur, loves ML & AI, Retail & CPG Expert","https://t.co/R7koDyM2vc",FALSE,174,233,15,441,63,2013-07-21 13:58:08,FALSE,"https://t.co/R7koDyM2vc","http://www.so1.ai",,"https://pbs.twimg.com/profile_banners/1610589854/1504872648","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000258836861/7bcf4b2bb49df31518a726e4613c12ba_normal.jpeg"
"x319289506","x1181575649049432064",2019-10-08 14:22:42,"DataClarity","Excited to announce @DataClarity  will be presenting at the IBM Data and AI Forum in #Miami in 15 days.  If you're interested in how to transform your business, make sure to add this session to your calendar! https://t.co/b80sJgYlpA
#analytics #data #businessintelligence #cognos https://t.co/eNIAB8p9bw","Twitter Web App",279,,,,FALSE,FALSE,1,3,,,"Miami analytics data businessintelligence cognos",,"dataclaritycorp.com/ibm-data-ai-fo…","https://t.co/b80sJgYlpA","https://www.dataclaritycorp.com/ibm-data-ai-forum-2019/","http://pbs.twimg.com/media/EGXMykdWwAEPif3.jpg","https://t.co/eNIAB8p9bw","https://twitter.com/DataClarity/status/1181575649049432064/photo/1","photo","http://pbs.twimg.com/media/EGXMykdWwAEPif3.jpg","https://t.co/eNIAB8p9bw","https://twitter.com/DataClarity/status/1181575649049432064/photo/1",,"x319289506","DataClarity","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DataClarity/status/1181575649049432064","DataClarity","","At DataClarity Corporation, our mission is to deliver solutions that empower people to make decisions that maximize performance.","http://t.co/4qHs99hWFi",FALSE,286,35,21,544,1,2011-06-17 21:36:09,FALSE,"http://t.co/4qHs99hWFi","http://www.DataClarityCorp.com/",,"https://pbs.twimg.com/profile_banners/319289506/1522931461","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2182404867/facebook-logo-180x180_normal.png"
